user_id,company_name,company_size,plan_type,subscription_status,signup_date,churn_date,monthly_revenue,payment_method
642,Thompson and Sons,large,Enterprise,Churned,08-06-2012,04-11-2016,2496,Paypal
942,"Bryant, Hudson and Smith",medium,Pro,Churned,22-08-2019,16-02-2021,3886,Paypal
6968,"Lee, Garner and Mckenzie",large,Basic,Churned,14-10-2011,03-09-2012,1599,Paypal
3840,"Jackson, Soto and Hernandez",large,Pro,Active,25-06-2018,,386,Credit
2431,Yang and Sons,large,Enterprise,Churned,20-12-2011,03-10-2021,278,Credit
2527,"Gomez, Smith and Frazier",medium,Pro,Churned,06-04-2013,09-07-2015,1569,Paypal
2773,Long Inc,small,Enterprise,Active,12-03-2006,,1027,Paypal
9097,Turner PLC,small,Basic,Churned,30-04-2012,07-01-2024,1829,Credit
5632,Watkins PLC,medium,Pro,Active,22-06-2017,,3113,Debit
3942,Evans Ltd,medium,Enterprise,Churned,22-12-2024,09-11-2025,1702,Debit
6124,"Williams, Henry and Lopez",medium,Basic,Active,21-05-2015,,4089,Paypal
6614,Mendoza LLC,medium,Pro,Active,06-07-2008,,4452,Debit
7164,"Thompson, Harvey and Charles",large,Pro,Active,09-09-2013,,2452,Debit
5940,Henderson and Sons,medium,Pro,Churned,08-03-2008,14-08-2024,3027,Credit
7718,Roberts PLC,small,Enterprise,Churned,27-04-2012,31-10-2023,961,Credit
1800,"Phillips, Johnson and Marquez",medium,Basic,Active,28-07-2020,,3397,Paypal
6632,"Torres, Thomas and Knight",small,Basic,Active,27-08-2019,,848,Credit
5221,Carpenter Inc,large,Basic,Churned,02-12-2011,04-11-2024,37,Debit
5907,"Fleming, Hinton and Park",medium,Pro,Active,26-03-2025,,2065,Debit
769,Gay Inc,large,Enterprise,Active,19-05-2024,,2108,Paypal
367,"Hays, Keller and Scott",medium,Basic,Active,29-05-2015,,2190,Debit
4462,"Wall, Nguyen and Price",small,Basic,Active,08-12-2007,,1573,Paypal
5277,"Henry, Jones and Rowe",large,Enterprise,Churned,02-08-2017,10-06-2020,4898,Paypal
5319,"Walters, Ochoa and Scott",medium,Pro,Active,26-12-2009,,1244,Debit
1309,"Johnston, Reese and Wong",medium,Basic,Churned,25-10-2008,18-12-2017,3380,Paypal
5047,Malone-James,large,Pro,Churned,14-07-2011,17-04-2021,388,Credit
3729,"Marshall, Lara and Walls",large,Basic,Active,02-12-2013,,2966,Credit
8632,Adams-Clark,medium,Pro,Active,21-06-2014,,2617,Debit
60,"Phillips, Blackwell and Hansen",small,Basic,Churned,27-02-2017,17-10-2023,4582,Debit
3061,"Crawford, Fuller and Warren",small,Pro,Churned,28-06-2013,16-01-2025,1663,Paypal
7027,Armstrong-Phillips,large,Enterprise,Churned,14-04-2011,09-08-2017,555,Debit
3645,"Nelson, Carlson and Mcmahon",small,Basic,Churned,07-06-2017,18-01-2026,3177,Credit
8910,"Carr, Waller and Chang",large,Basic,Churned,30-03-2010,10-06-2016,636,Paypal
5477,"Jackson, Spencer and Hammond",small,Enterprise,Active,23-01-2018,,4822,Paypal
2063,"Horne, Lowe and Jackson",large,Enterprise,Churned,30-08-2009,27-08-2023,4851,Paypal
3025,Munoz-Jensen,large,Pro,Active,14-11-2022,,4251,Credit
4782,Robinson-Wallace,large,Basic,Churned,26-01-2007,05-07-2013,4424,Paypal
5481,Nash Ltd,medium,Enterprise,Churned,13-05-2008,25-08-2009,270,Debit
7084,"Lopez, King and Nguyen",small,Pro,Churned,31-07-2022,29-07-2025,2822,Credit
1223,Andrade-Lane,medium,Enterprise,Active,09-04-2021,,3146,Paypal
6995,Wang Inc,medium,Enterprise,Active,05-02-2025,,370,Credit
286,Daniels LLC,large,Enterprise,Active,24-09-2018,,3458,Debit
6412,"Hurley, Walters and Brown",large,Pro,Active,27-02-2013,,4206,Debit
4374,Mills Ltd,large,Pro,Active,09-06-2017,,2506,Credit
8968,"Patel, Cox and Roth",large,Pro,Active,05-03-2018,,3854,Credit
6879,"Scott, Hernandez and Norman",medium,Enterprise,Active,02-11-2008,,1027,Debit
5841,Campbell-Allen,medium,Enterprise,Active,13-08-2008,,3618,Debit
1813,Johnson-Clark,large,Pro,Churned,30-05-2024,07-12-2024,2991,Paypal
2919,Young-Mays,medium,Basic,Active,24-01-2012,,4775,Debit
2202,Good Ltd,small,Enterprise,Churned,03-10-2018,07-04-2021,735,Debit
5279,Sanchez and Sons,large,Pro,Churned,01-04-2024,07-05-2025,640,Credit
5630,"Figueroa, Mcneil and Ryan",medium,Pro,Churned,22-07-2021,10-08-2021,4922,Paypal
9546,White-Singh,large,Enterprise,Churned,04-08-2017,01-05-2021,911,Credit
6214,King LLC,large,Enterprise,Churned,24-07-2021,08-03-2025,2258,Credit
9268,Sutton PLC,large,Basic,Active,08-12-2011,,2606,Paypal
3819,Pruitt LLC,medium,Basic,Active,20-06-2025,,802,Paypal
7850,"Adams, Nelson and Torres",large,Pro,Active,20-12-2016,,4875,Paypal
3636,Meyer LLC,small,Enterprise,Active,06-10-2006,,1874,Credit
647,Parrish Group,medium,Enterprise,Active,28-06-2015,,3126,Paypal
3352,Hanson Group,large,Pro,Active,01-03-2017,,2041,Credit
582,Taylor LLC,small,Basic,Active,16-11-2015,,1159,Paypal
5419,Campbell-Kennedy,small,Basic,Churned,19-10-2020,27-11-2025,1049,Debit
1705,"Anderson, Ward and Hernandez",medium,Enterprise,Churned,12-11-2008,14-02-2013,1213,Credit
3568,Howard and Sons,small,Enterprise,Churned,01-04-2015,16-09-2015,3932,Credit
1067,"Olson, Salinas and Chang",medium,Enterprise,Active,22-11-2024,,3412,Paypal
2967,"Morales, Esparza and Flores",large,Pro,Churned,23-05-2018,02-07-2018,1515,Debit
8492,Moore and Sons,small,Basic,Active,11-09-2010,,77,Paypal
4128,Carlson LLC,large,Pro,Churned,27-06-2018,05-11-2021,1673,Debit
7827,Miller Ltd,medium,Basic,Active,02-06-2017,,4878,Paypal
3556,"Burns, Garcia and Murphy",medium,Pro,Churned,22-11-2021,18-08-2022,1651,Debit
4134,"Harrison, Ford and Hall",small,Pro,Active,08-08-2021,,4455,Debit
265,Mckee Inc,medium,Enterprise,Active,07-12-2010,,406,Debit
2226,"Jackson, Walters and Smith",medium,Enterprise,Active,24-04-2010,,3281,Credit
2166,Walker-Contreras,small,Basic,Active,06-09-2015,,1679,Debit
4776,Thomas-Smith,small,Basic,Active,22-01-2017,,235,Paypal
8209,"Walker, Beck and Benson",medium,Basic,Active,05-06-2007,,1187,Credit
380,Martinez PLC,large,Enterprise,Churned,28-03-2010,16-04-2020,669,Credit
3363,Rollins PLC,small,Basic,Churned,09-03-2025,09-04-2025,4374,Credit
200,Rodriguez-Turner,large,Basic,Churned,11-02-2007,15-12-2010,2763,Credit
5637,"Gutierrez, Malone and Dixon",small,Pro,Churned,04-04-2015,13-09-2017,353,Debit
1059,Evans LLC,medium,Enterprise,Churned,03-02-2017,11-06-2023,4009,Debit
8550,"Solomon, Powell and Walsh",small,Pro,Active,15-01-2013,,420,Credit
4625,"Barnett, Jones and Hancock",medium,Pro,Active,12-02-2010,,4215,Paypal
4388,Murphy-Ward,small,Basic,Active,21-03-2019,,2189,Debit
851,White Group,large,Basic,Active,10-01-2007,,2393,Credit
6930,Kirk and Sons,large,Basic,Churned,20-12-2006,11-01-2025,3534,Credit
4357,Pope Group,medium,Pro,Active,18-04-2014,,52,Paypal
6187,Ross-Wright,large,Basic,Churned,28-09-2008,03-02-2010,698,Debit
6915,"Anderson, Kirby and Hester",small,Pro,Active,25-05-2009,,2887,Paypal
132,"Knapp, Cobb and Orozco",large,Basic,Churned,12-11-2006,25-07-2019,140,Debit
6915,"Schultz, Brewer and Gomez",small,Enterprise,Churned,21-08-2010,02-10-2019,4283,Debit
8182,Roberts-Watson,medium,Basic,Churned,29-09-2019,15-09-2024,2414,Credit
991,"Contreras, White and Morris",small,Pro,Churned,16-08-2016,01-10-2017,4028,Paypal
4831,"Duncan, Porter and Keller",small,Pro,Active,17-01-2025,,3421,Paypal
90,"Johnson, Perez and Rivers",small,Basic,Churned,12-01-2012,30-04-2013,4499,Debit
4485,"Mejia, Brooks and Blankenship",small,Basic,Active,03-12-2011,,470,Paypal
4717,"Thomas, Hanson and Johnson",large,Pro,Churned,08-05-2017,14-09-2021,4769,Debit
1953,White Group,small,Basic,Active,08-09-2020,,2362,Paypal
113,"Riddle, Ortega and Benton",large,Pro,Active,05-03-2010,,190,Paypal
6060,Lowe Group,small,Pro,Churned,14-09-2007,06-05-2021,4056,Credit
2685,"Shields, Berry and Mendez",small,Enterprise,Churned,31-07-2016,20-02-2024,4985,Paypal
5240,Miller-Hale,small,Pro,Active,23-10-2011,,1789,Credit
5102,"English, Allen and Thompson",medium,Pro,Active,19-06-2023,,977,Paypal
407,"Barrett, Cruz and French",small,Basic,Active,20-03-2019,,3872,Credit
7009,Gentry Inc,large,Pro,Churned,09-11-2018,15-11-2020,969,Debit
7519,Dawson-Garcia,medium,Pro,Active,29-06-2010,,1337,Credit
9270,"Caldwell, Vaughn and Jenkins",medium,Pro,Active,19-03-2010,,312,Credit
887,"Walker, Perez and Stein",medium,Basic,Churned,20-05-2009,06-12-2020,1901,Credit
7192,Boone-Harris,medium,Enterprise,Churned,18-08-2013,14-08-2018,3441,Debit
3604,"Ramirez, Smith and Conley",large,Basic,Churned,31-01-2011,16-07-2019,3881,Paypal
9920,Smith-Oliver,small,Enterprise,Churned,16-08-2019,19-09-2024,4068,Credit
1727,Thornton-Casey,small,Basic,Churned,10-09-2007,21-02-2008,2531,Credit
8847,"Bishop, Lynch and King",large,Basic,Active,26-03-2024,,3037,Credit
6822,Hicks Inc,large,Enterprise,Active,02-02-2022,,2837,Paypal
4967,Weber-Mcknight,large,Enterprise,Active,03-05-2019,,2170,Paypal
902,Jones-Thompson,medium,Basic,Churned,04-03-2008,01-03-2018,4885,Credit
3212,"King, Franco and Kent",large,Pro,Churned,28-03-2015,27-07-2020,1742,Paypal
2892,Rich-Ray,small,Enterprise,Active,05-09-2010,,1701,Paypal
7778,Kelly PLC,medium,Pro,Churned,05-06-2012,10-10-2021,3175,Credit
9324,"Stevens, Lam and Solis",medium,Basic,Active,26-04-2021,,3115,Credit
9985,Kim-Lawson,medium,Pro,Churned,01-05-2011,19-01-2015,4857,Credit
2338,Parker Group,small,Enterprise,Churned,28-01-2016,21-10-2018,2065,Paypal
4816,"Summers, Herrera and Moody",medium,Enterprise,Churned,18-10-2009,14-12-2016,3931,Paypal
1342,"Harris, Poole and Ellis",small,Pro,Active,01-06-2007,,2591,Credit
3102,Kent Group,small,Enterprise,Active,08-04-2014,,1976,Credit
7812,Castillo and Sons,large,Enterprise,Active,25-11-2019,,1300,Paypal
7660,Williams-Howe,large,Basic,Churned,30-12-2021,09-01-2023,568,Debit
5573,Smith Ltd,small,Enterprise,Churned,16-09-2008,08-02-2020,3438,Paypal
40,"Chavez, Moore and Walsh",medium,Pro,Churned,11-01-2007,06-04-2021,2261,Debit
9421,"Anderson, Weiss and Hernandez",large,Pro,Churned,05-04-2014,05-06-2019,2952,Paypal
4007,Ponce-Gonzalez,small,Pro,Active,10-04-2024,,3918,Credit
1263,Evans Ltd,small,Enterprise,Churned,02-11-2019,17-10-2025,454,Debit
3907,Stephens Group,medium,Pro,Churned,07-07-2021,05-02-2023,2294,Paypal
8368,Robinson Inc,large,Basic,Active,21-09-2020,,4669,Paypal
6645,Weber-Coleman,large,Basic,Churned,13-04-2022,17-10-2024,3412,Credit
6529,Dunn-Fernandez,medium,Enterprise,Churned,02-12-2018,12-02-2022,2837,Credit
3434,"Stewart, Green and Burns",large,Pro,Churned,27-11-2008,26-12-2022,3081,Debit
6657,Tucker-Williams,small,Enterprise,Churned,13-11-2019,06-07-2020,3818,Debit
8682,Harris-Brown,small,Enterprise,Active,18-10-2006,,943,Credit
9268,"Conrad, Murray and Miller",medium,Basic,Active,13-04-2011,,1295,Paypal
6952,Moreno-Henson,large,Enterprise,Active,21-02-2006,,4190,Debit
6147,Cunningham-Conner,large,Basic,Churned,05-11-2025,28-12-2025,2920,Credit
8577,"Stone, Huffman and Washington",small,Basic,Active,22-10-2025,,617,Credit
5384,Lopez-Deleon,medium,Enterprise,Active,24-07-2013,,2149,Debit
3117,Ritter LLC,small,Pro,Churned,06-01-2026,10-01-2026,4814,Credit
7392,Palmer and Sons,small,Pro,Active,13-12-2008,,1315,Paypal
5952,Hansen-Holmes,small,Pro,Churned,03-03-2019,04-09-2023,4401,Paypal
7153,Silva Ltd,small,Pro,Churned,29-07-2008,30-10-2015,541,Paypal
4877,"Taylor, Barnes and Williams",small,Basic,Churned,26-02-2022,21-10-2025,2784,Paypal
4308,Harding PLC,large,Basic,Churned,07-09-2025,10-11-2025,1961,Paypal
6624,"Morris, Jacobs and Everett",small,Pro,Active,31-03-2010,,2890,Debit
7426,Campbell Inc,medium,Enterprise,Active,11-01-2008,,239,Paypal
5072,Mason PLC,small,Basic,Active,28-11-2007,,4374,Credit
427,Myers-Wright,large,Basic,Active,11-09-2014,,1442,Paypal
3044,"Hall, Zavala and Arnold",medium,Enterprise,Active,19-02-2024,,1318,Credit
1016,Roman-Gibson,large,Basic,Churned,23-11-2025,31-12-2025,3233,Paypal
1864,"Kane, Kaufman and Kelly",small,Enterprise,Churned,09-01-2016,10-12-2017,2661,Paypal
2128,Parks-Lee,medium,Basic,Churned,02-02-2012,10-01-2018,2565,Credit
913,"Ramirez, Johnson and Ayala",medium,Enterprise,Churned,06-10-2010,19-05-2013,4984,Credit
3637,Watkins PLC,small,Enterprise,Churned,29-11-2021,19-01-2023,1295,Paypal
5517,Cole Group,medium,Basic,Churned,27-05-2008,10-01-2014,2976,Credit
778,Johnson and Sons,medium,Pro,Churned,25-09-2006,28-06-2012,1428,Credit
519,Collins-Austin,small,Enterprise,Active,04-05-2013,,3606,Debit
474,Hickman-Price,large,Enterprise,Active,22-01-2024,,3344,Credit
6717,Jones-Cook,large,Enterprise,Churned,16-11-2013,15-01-2023,4201,Debit
7032,Kim-Moyer,large,Enterprise,Active,21-01-2026,,2124,Paypal
4173,"Sanders, Yoder and Ford",small,Basic,Churned,04-10-2013,29-02-2024,2270,Paypal
8510,"Davis, Werner and Holmes",small,Basic,Churned,12-11-2024,14-01-2025,3208,Paypal
3550,"Becker, Johnson and Washington",medium,Pro,Churned,19-10-2024,06-05-2025,2425,Debit
70,Lindsey LLC,small,Enterprise,Churned,23-11-2010,22-01-2018,3223,Paypal
3798,"King, Pierce and Griffin",small,Enterprise,Churned,22-07-2018,06-03-2023,4727,Debit
6616,Campbell Ltd,large,Enterprise,Active,24-11-2021,,757,Credit
6076,David-Williams,large,Basic,Active,09-11-2025,,3086,Debit
7319,"Horn, Bailey and Brown",medium,Enterprise,Churned,12-09-2007,11-02-2014,285,Credit
3328,"Campbell, Taylor and Myers",large,Basic,Active,25-12-2018,,4031,Credit
8605,"Bishop, Bryant and Ashley",medium,Basic,Active,21-06-2023,,3578,Paypal
458,Wagner-Jackson,medium,Basic,Churned,28-06-2009,21-02-2020,4778,Debit
2014,"Wade, Scott and Ortiz",small,Enterprise,Churned,16-03-2021,19-03-2023,593,Debit
7224,Mason-Cohen,large,Basic,Churned,09-05-2010,15-12-2011,3793,Paypal
3005,Raymond-Mendez,large,Basic,Churned,22-11-2006,11-10-2020,4606,Paypal
2644,"Wagner, Hunt and Wallace",small,Pro,Churned,19-10-2009,11-02-2026,4506,Credit
9749,Martinez-Glenn,small,Pro,Churned,22-05-2022,08-01-2025,979,Credit
2791,Gonzales Ltd,large,Pro,Churned,16-05-2016,17-01-2026,3433,Credit
5167,York-Lam,large,Basic,Active,14-04-2018,,3326,Debit
6942,"Townsend, Johnson and Rogers",medium,Basic,Churned,22-04-2015,19-06-2017,3276,Paypal
4646,"Wilson, Jordan and Dean",large,Basic,Active,03-02-2012,,2796,Credit
7695,Gonzales-Thompson,small,Enterprise,Active,15-04-2014,,3208,Debit
6684,Knight-Pugh,large,Pro,Active,18-11-2016,,1995,Paypal
8807,Rogers-Sandoval,small,Basic,Active,13-11-2014,,2280,Paypal
4594,Patel Inc,medium,Enterprise,Active,02-11-2023,,4923,Debit
1008,Petty and Sons,medium,Pro,Active,06-12-2015,,2592,Credit
1460,"Summers, Austin and Best",large,Pro,Churned,04-07-2020,09-04-2021,4483,Credit
112,"Hill, Garcia and Mitchell",small,Basic,Active,21-03-2020,,351,Paypal
6054,Hayes Group,medium,Basic,Active,10-06-2024,,389,Paypal
6745,Bray-Prince,small,Pro,Churned,19-09-2014,25-10-2023,602,Paypal
5469,Johnson Inc,large,Basic,Active,02-06-2017,,2541,Paypal
527,Obrien-Reyes,small,Pro,Churned,20-03-2023,22-01-2025,1594,Paypal
9002,"Medina, Maldonado and Hardy",small,Basic,Active,20-09-2011,,4620,Credit
1872,"Murphy, Taylor and Martinez",large,Enterprise,Active,17-11-2024,,4479,Credit
7461,"Hamilton, Long and Cole",large,Basic,Churned,27-01-2017,25-12-2019,1785,Debit
8604,Smith-Rollins,large,Pro,Active,05-02-2016,,3228,Credit
8115,Powell Group,medium,Basic,Churned,23-08-2021,26-08-2024,3925,Debit
4005,"Hill, Ali and Reed",small,Enterprise,Active,22-07-2018,,3814,Debit
8507,"Taylor, Arias and Thompson",medium,Enterprise,Active,21-11-2011,,292,Credit
7555,"Weaver, Harper and Gilbert",large,Basic,Active,26-04-2009,,2974,Paypal
4114,"Walton, Rodriguez and Zhang",medium,Pro,Active,28-11-2015,,4090,Credit
7946,Hays-Foster,medium,Basic,Active,01-01-2010,,3038,Paypal
3937,Herrera PLC,medium,Enterprise,Active,27-01-2010,,4012,Paypal
2416,Jones-Rangel,medium,Pro,Active,09-04-2025,,2205,Credit
6338,"Sanchez, Cruz and Torres",small,Pro,Churned,29-03-2022,14-11-2023,1585,Credit
8366,Byrd-Davis,small,Pro,Churned,20-02-2024,20-11-2025,3835,Debit
9486,Acevedo-Burgess,small,Enterprise,Churned,20-04-2019,10-11-2024,1510,Debit
6227,Zamora-Payne,small,Basic,Churned,02-05-2017,05-11-2017,2678,Credit
2103,Garcia-Howell,small,Enterprise,Churned,23-08-2022,26-05-2025,4534,Paypal
6552,Rush Inc,medium,Basic,Active,20-12-2007,,3093,Paypal
1812,Mitchell Group,medium,Enterprise,Churned,23-05-2016,19-04-2018,4454,Credit
9740,"Fields, Jones and Sawyer",large,Enterprise,Active,22-12-2020,,767,Credit
2743,Dillon Group,small,Pro,Active,22-12-2007,,3764,Debit
1539,Cunningham-Young,medium,Basic,Active,08-03-2008,,1633,Paypal
7131,Evans-Williams,small,Basic,Churned,19-04-2014,28-01-2018,3746,Paypal
932,Martinez-Williams,small,Enterprise,Active,21-04-2013,,4582,Credit
1395,Davis PLC,large,Basic,Active,20-12-2011,,814,Debit
1448,Hopkins-Davis,medium,Pro,Churned,12-03-2011,15-06-2021,912,Debit
7753,"Pierce, Jones and Smith",medium,Basic,Active,20-07-2012,,4887,Paypal
1674,Wright LLC,small,Basic,Churned,22-01-2016,14-12-2021,561,Debit
1765,Brady-Lane,large,Enterprise,Active,25-12-2010,,2643,Credit
6983,"Ruiz, Johnson and Gomez",large,Pro,Churned,18-10-2016,31-01-2022,1751,Debit
328,Anderson-Morales,medium,Enterprise,Churned,25-08-2020,02-11-2024,2107,Debit
3639,Hodges-Hudson,small,Enterprise,Churned,28-08-2013,09-03-2017,2505,Paypal
3189,Houston-Harrison,large,Basic,Churned,11-03-2023,17-07-2024,1277,Debit
9290,"Thompson, Rose and Stevens",small,Enterprise,Active,19-05-2024,,465,Paypal
7215,Russell LLC,medium,Enterprise,Active,12-08-2013,,2993,Paypal
1954,King-Osborne,large,Enterprise,Churned,01-08-2007,15-09-2016,4348,Paypal
7962,Russell PLC,large,Pro,Active,17-02-2012,,2845,Credit
5944,Gross-Olson,small,Basic,Churned,09-04-2015,02-09-2019,475,Paypal
8885,"Jackson, Tyler and Lane",small,Enterprise,Churned,13-06-2014,18-10-2023,1367,Debit
8200,"Nguyen, Walsh and Nielsen",medium,Enterprise,Churned,12-10-2017,01-08-2019,3942,Paypal
2927,"Livingston, Moran and Wilson",large,Enterprise,Churned,13-01-2017,22-08-2019,2842,Debit
5589,Martin-Thompson,medium,Basic,Churned,15-10-2009,25-12-2017,1879,Credit
1303,Gaines-Camacho,medium,Enterprise,Active,04-02-2009,,1961,Paypal
4325,"Brown, Graham and Gallagher",large,Pro,Active,12-05-2006,,118,Debit
4495,"Reeves, Holmes and Cunningham",medium,Basic,Active,16-09-2016,,4606,Paypal
9968,Curtis-Rose,large,Basic,Churned,12-02-2018,07-03-2025,2450,Debit
8823,Malone-Carey,small,Basic,Churned,01-04-2015,03-03-2023,1168,Debit
3291,Esparza-Romero,large,Pro,Active,01-01-2023,,4086,Paypal
2544,Stephens Group,medium,Enterprise,Active,08-06-2013,,1472,Paypal
442,White-Gardner,medium,Pro,Churned,08-06-2009,05-10-2009,1901,Debit
3170,"Jones, Golden and Donovan",small,Enterprise,Churned,27-04-2023,20-06-2023,1661,Debit
3999,Adams Group,large,Enterprise,Churned,27-09-2018,16-10-2020,3234,Debit
1654,Cooper-Murray,small,Enterprise,Active,23-10-2025,,714,Paypal
8669,Wiggins Inc,medium,Basic,Active,03-03-2012,,4441,Paypal
1320,Frank-Griffin,small,Pro,Active,03-06-2006,,4211,Debit
4683,Sullivan-White,small,Pro,Churned,05-10-2024,01-08-2025,242,Paypal
1337,"Riggs, Rosales and Cross",small,Enterprise,Churned,01-05-2025,10-01-2026,4345,Credit
4466,"Fitzgerald, Holland and Cobb",small,Enterprise,Active,23-10-2021,,4247,Credit
4195,Summers-Stokes,medium,Basic,Churned,03-04-2023,05-10-2024,4587,Credit
7631,Ray-Haney,medium,Pro,Active,04-09-2020,,4360,Paypal
8786,Ortiz-Nichols,small,Enterprise,Active,25-03-2016,,710,Credit
367,Barber and Sons,small,Pro,Active,12-07-2006,,343,Credit
1432,Hurley LLC,small,Enterprise,Active,12-07-2011,,1682,Paypal
2694,Wilson Inc,small,Basic,Churned,01-02-2013,09-08-2015,407,Credit
4817,Berry-Gilbert,large,Enterprise,Churned,11-01-2021,02-08-2024,4591,Credit
3904,"Hill, Travis and Burton",small,Pro,Churned,11-02-2025,23-05-2025,2174,Credit
7089,Tate-Wood,large,Enterprise,Churned,05-10-2021,12-01-2023,3854,Credit
9004,"Henry, Fuller and Hardy",medium,Basic,Churned,03-11-2021,10-09-2024,2012,Debit
1118,"Burke, Brown and Frazier",medium,Basic,Churned,13-02-2009,06-07-2014,2389,Paypal
1931,Rivera Group,medium,Basic,Active,29-08-2011,,2185,Credit
1332,Young-Lowery,medium,Enterprise,Active,29-07-2011,,371,Debit
8098,"Edwards, Elliott and Payne",large,Basic,Churned,03-10-2024,19-05-2025,2824,Debit
7476,Larson-Henry,large,Pro,Churned,12-10-2007,31-08-2020,4912,Paypal
8770,"Hall, Wolf and Cooper",medium,Basic,Churned,19-02-2015,09-01-2018,4554,Credit
5531,Compton-Wilson,medium,Basic,Churned,28-11-2009,16-12-2012,4391,Paypal
3879,Mosley-Smith,small,Basic,Churned,28-08-2018,23-09-2019,4064,Debit
9286,Lester Group,small,Basic,Active,11-09-2015,,1780,Credit
684,Cole PLC,medium,Basic,Churned,16-01-2012,19-01-2016,3434,Debit
7475,Flores Group,large,Enterprise,Churned,10-08-2015,24-11-2016,691,Debit
7526,Wheeler-Rivas,medium,Pro,Churned,15-09-2021,18-09-2025,3467,Debit
1673,Woodward LLC,small,Basic,Active,16-10-2023,,1338,Debit
1224,Peterson-Castaneda,small,Enterprise,Churned,03-11-2024,14-01-2026,3105,Credit
2205,Silva LLC,small,Enterprise,Churned,26-09-2014,24-11-2021,1382,Debit
4932,"Simon, Hill and Bryant",medium,Basic,Active,15-11-2014,,1277,Debit
1438,Jordan Ltd,small,Pro,Active,27-06-2014,,1687,Debit
9299,Huynh and Sons,large,Enterprise,Churned,07-11-2013,25-04-2023,1428,Debit
8735,Massey-Luna,small,Pro,Churned,04-01-2021,01-08-2022,1310,Credit
7098,Thomas LLC,large,Enterprise,Active,23-10-2009,,530,Credit
9852,Howard Ltd,small,Pro,Active,09-02-2011,,2810,Paypal
7567,Choi-Dennis,medium,Pro,Churned,01-07-2009,20-04-2010,2803,Debit
2419,Merritt-Jacobs,large,Basic,Active,16-03-2015,,600,Paypal
4670,Williams-Valencia,medium,Pro,Churned,14-08-2010,06-04-2016,3508,Paypal
7973,Harmon-White,medium,Enterprise,Churned,18-12-2012,08-02-2014,4052,Credit
4050,Banks Group,small,Pro,Active,29-01-2024,,1853,Credit
3490,Russo-Tapia,large,Pro,Churned,31-12-2009,28-11-2015,3484,Debit
625,"Franklin, Boyle and Ortiz",small,Basic,Churned,05-03-2018,27-04-2019,1721,Paypal
1641,Brooks-James,large,Pro,Active,03-09-2015,,912,Credit
4685,"Harris, Lambert and Day",small,Pro,Churned,06-01-2010,30-11-2017,3885,Credit
714,"Pollard, Garcia and Morgan",medium,Basic,Churned,13-08-2021,01-10-2025,4372,Paypal
3354,"Gould, Sanders and Foster",small,Enterprise,Churned,21-01-2014,05-12-2024,2295,Credit
4152,Chang and Sons,large,Pro,Active,06-04-2016,,3114,Credit
2909,"Mullins, Cowan and Riley",large,Pro,Active,02-06-2008,,1483,Paypal
5782,"Thomas, Blackwell and Gonzalez",large,Basic,Churned,16-10-2021,25-07-2025,479,Debit
3827,Taylor PLC,small,Pro,Active,22-03-2020,,4156,Paypal
6075,"Johnson, Marshall and Mckenzie",large,Basic,Churned,06-09-2017,02-04-2019,2399,Credit
4207,"Gallagher, Phillips and Anderson",small,Basic,Churned,14-04-2013,30-07-2018,1764,Paypal
5386,Robinson-Reyes,large,Basic,Active,01-10-2007,,503,Debit
9221,Sanders-Ramirez,small,Enterprise,Active,14-01-2013,,4489,Credit
7998,Jones-Taylor,medium,Enterprise,Churned,18-02-2014,11-02-2024,3676,Credit
1444,"Allen, Leonard and Velez",medium,Pro,Active,20-07-2022,,1859,Debit
6603,Cherry Inc,small,Pro,Active,25-05-2014,,230,Paypal
1782,Lucas-Diaz,large,Basic,Active,14-10-2022,,4384,Debit
2097,Stevens Ltd,large,Pro,Churned,30-12-2008,16-09-2018,1007,Paypal
5957,"Landry, Patel and Mata",medium,Basic,Active,14-04-2020,,4267,Paypal
8488,Anderson-Martinez,small,Pro,Churned,06-06-2025,04-07-2025,799,Paypal
5195,"Conner, Luna and Johnson",large,Enterprise,Churned,18-07-2012,12-03-2016,1185,Paypal
6070,"Williams, Johnston and Floyd",medium,Enterprise,Active,23-06-2014,,4823,Paypal
9718,Mata-Acevedo,medium,Basic,Active,27-11-2006,,1544,Debit
5959,Trujillo LLC,large,Enterprise,Churned,16-05-2014,04-09-2018,4046,Paypal
1545,Gutierrez-Rose,medium,Enterprise,Active,27-08-2006,,3981,Paypal
9235,"Lee, Lowery and Morris",small,Basic,Churned,10-02-2013,30-06-2013,688,Paypal
376,"Smith, Rodgers and Henderson",small,Basic,Churned,30-06-2024,04-10-2025,1351,Credit
760,Lewis Group,large,Basic,Churned,11-10-2008,02-02-2020,3642,Debit
899,Smith PLC,small,Pro,Churned,23-06-2009,06-11-2021,4421,Paypal
5626,Boyd Group,large,Enterprise,Churned,10-10-2018,18-07-2025,2251,Paypal
3331,"Miles, Parker and Mcdonald",large,Enterprise,Churned,02-12-2014,14-11-2025,335,Credit
5477,"Barber, Horn and Hayes",small,Basic,Active,25-10-2007,,3665,Paypal
3666,Rice-Ochoa,medium,Enterprise,Active,30-06-2008,,3980,Paypal
4776,Miller Inc,medium,Basic,Active,10-02-2008,,3428,Debit
6448,"Frazier, Brown and Salinas",small,Enterprise,Active,25-09-2006,,2760,Credit
