ticket_id,user_id,created_date,resolved_date,priority,category,status,resolution_time_hours
5393,4380,24-02-2013,27-10-2018,High,Bug,Resolved,49704
3922,5075,11-05-2008,,Medium,Feature Request,In Progress,
5676,9592,30-06-2016,,Medium,Feature Request,Open,
4348,3720,18-06-2006,,Critical,Account Issue,In Progress,
9902,6424,21-01-2023,03-02-2025,High,Account Issue,Resolved,17856
857,146,08-09-2007,,Low,Bug,Open,
6274,3353,29-11-2024,22-05-2025,Medium,Bug,Closed,4176
3540,3273,08-04-2025,,High,Question,In Progress,
6584,8618,27-08-2011,,Low,Feature Request,In Progress,
9126,8185,11-08-2012,,High,Account Issue,In Progress,
4316,7008,30-10-2025,12-12-2025,Medium,Feature Request,Closed,1032
6881,4187,12-01-2023,18-12-2023,Critical,Account Issue,Resolved,8160
4845,9897,28-07-2014,29-08-2016,High,Bug,Resolved,18312
231,4783,20-07-2007,,Low,Feature Request,In Progress,
7181,3648,27-10-2015,29-05-2025,Critical,Account Issue,Closed,84048
9772,5277,16-04-2008,,Low,Feature Request,Open,
1890,3486,20-04-2013,27-04-2022,Low,Account Issue,Resolved,79056
8128,5910,14-07-2023,25-01-2025,Critical,Account Issue,Closed,13464
9546,4752,31-03-2009,,Low,Account Issue,Open,
9608,3061,22-06-2011,03-02-2021,Medium,Bug,Resolved,84336
7702,164,10-02-2020,,High,Account Issue,Open,
6110,2989,09-05-2015,09-07-2025,Critical,Bug,Closed,89136
6404,7040,23-09-2018,18-03-2021,Medium,Question,Resolved,21768
5201,3667,12-10-2015,,Critical,Question,Open,
8575,3104,10-12-2025,,Low,Account Issue,In Progress,
4927,2664,01-10-2023,08-10-2024,Critical,Account Issue,Closed,8952
5359,7121,28-12-2008,07-12-2012,Medium,Feature Request,Resolved,34560
7157,9667,27-02-2010,,Low,Question,In Progress,
4713,9165,19-01-2023,,Critical,Question,In Progress,
3305,7078,13-12-2012,21-06-2021,Low,Question,Resolved,74688
5831,9584,16-02-2018,09-09-2019,Medium,Question,Closed,13680
8702,8279,19-11-2011,11-04-2019,Low,Bug,Closed,64800
6583,1105,23-01-2022,02-07-2024,Critical,Feature Request,Closed,21384
5685,7300,01-07-2014,,Medium,Question,In Progress,
2322,1978,16-05-2020,20-01-2023,Low,Bug,Closed,23496
7601,6910,08-10-2024,,High,Bug,Open,
9432,9252,24-05-2022,10-03-2024,Medium,Feature Request,Closed,15744
6052,2765,18-03-2017,12-08-2023,Low,Feature Request,Resolved,56112
9287,8963,24-08-2022,18-03-2024,Low,Question,Resolved,13728
8976,4337,05-08-2021,,Medium,Account Issue,In Progress,
5652,8183,31-05-2023,,Medium,Feature Request,In Progress,
1127,4833,09-09-2014,25-09-2018,Critical,Question,Closed,35448
4652,2340,14-07-2021,24-02-2025,Medium,Bug,Closed,31704
5269,2046,20-01-2025,07-03-2025,Low,Feature Request,Closed,1104
1601,9051,08-12-2019,14-11-2023,High,Bug,Resolved,34488
3593,8842,25-01-2026,,Critical,Bug,In Progress,
9469,2147,23-08-2025,,High,Bug,In Progress,
1448,8664,26-08-2016,27-06-2021,Critical,Feature Request,Closed,42384
607,9833,14-02-2022,,High,Question,In Progress,
2423,9256,07-05-2015,,Medium,Feature Request,Open,
3807,8386,18-12-2012,,Medium,Question,In Progress,
5560,5504,06-04-2020,,Medium,Feature Request,Open,
9170,9977,05-02-2019,20-07-2021,Low,Account Issue,Resolved,21504
7805,7225,26-09-2021,,Medium,Feature Request,Open,
9994,3712,27-10-2017,,High,Feature Request,Open,
9535,6893,07-03-2025,,High,Bug,Open,
4911,6223,26-04-2024,19-05-2025,High,Account Issue,Resolved,9312
4578,1112,30-03-2011,,Low,Question,Open,
3513,6454,11-05-2011,,Critical,Feature Request,Open,
5160,3023,04-08-2021,11-11-2024,Medium,Question,Closed,28680
5435,3361,19-09-2013,,Critical,Question,Open,
5703,1731,20-12-2006,09-07-2025,Medium,Feature Request,Resolved,162624
9223,7180,11-03-2006,16-02-2014,High,Account Issue,Resolved,69576
7250,2124,23-01-2023,,High,Bug,Open,
105,8005,21-12-2016,30-07-2023,High,Account Issue,Resolved,57888
9332,8768,17-02-2025,,Critical,Bug,In Progress,
628,7214,24-11-2010,27-12-2014,Medium,Question,Closed,35856
8498,8619,27-02-2020,,Medium,Question,Open,
2159,1934,22-09-2012,15-06-2017,Low,Account Issue,Closed,41448
2003,1054,26-02-2019,23-02-2021,Critical,Bug,Closed,17472
726,4011,15-11-2021,,Low,Question,Open,
4619,702,15-03-2017,05-01-2022,Critical,Bug,Resolved,42168
6317,1477,18-02-2023,21-10-2024,High,Bug,Resolved,14664
5411,8740,02-02-2024,06-09-2025,Critical,Feature Request,Resolved,13968
5924,3842,11-12-2007,,High,Account Issue,Open,
3428,2348,12-10-2017,,Low,Question,Open,
8418,1326,12-08-2008,25-05-2023,Low,Question,Closed,129576
9106,6529,04-04-2013,01-11-2023,High,Feature Request,Closed,92712
5928,9914,21-09-2023,,Low,Feature Request,In Progress,
73,6049,24-10-2009,,Medium,Account Issue,In Progress,
8938,8183,06-03-2017,,Low,Bug,Open,
2128,4,07-01-2008,,Low,Question,Open,
4158,9089,31-05-2009,28-01-2025,Critical,Feature Request,Resolved,137304
8216,3703,11-10-2013,,Medium,Feature Request,In Progress,
1450,6892,05-11-2018,10-02-2022,Critical,Question,Resolved,28632
3758,7710,24-05-2011,15-08-2020,Low,Feature Request,Closed,80904
782,7117,02-05-2017,,Medium,Account Issue,In Progress,
3949,7341,21-07-2015,,Critical,Account Issue,In Progress,
4628,6390,16-03-2023,27-03-2025,High,Account Issue,Resolved,17808
978,2377,04-12-2007,21-10-2018,Critical,Question,Closed,95376
4453,7340,11-08-2023,,Medium,Bug,In Progress,
4548,2711,31-10-2018,,Low,Account Issue,Open,
1790,8281,07-01-2022,,Low,Question,In Progress,
6065,7769,26-02-2013,,High,Bug,Open,
6220,451,16-06-2007,,High,Feature Request,Open,
1115,2079,20-01-2018,04-12-2018,Critical,Question,Closed,7632
2019,5094,27-09-2021,,Medium,Question,Open,
9157,1525,09-05-2017,,Critical,Feature Request,In Progress,
5441,5259,04-07-2019,,Low,Question,Open,
3954,5897,03-01-2014,04-01-2022,Critical,Question,Resolved,70152
758,9352,01-02-2013,,Medium,Bug,In Progress,
6372,7614,13-06-2006,06-11-2012,High,Bug,Closed,56112
4430,6751,30-11-2008,,Medium,Feature Request,Open,
6761,9921,09-12-2023,,High,Feature Request,Open,
3836,6473,26-12-2018,,Low,Bug,Open,
3914,3620,20-10-2017,,Medium,Question,Open,
162,4107,22-05-2020,,High,Question,Open,
7206,9906,21-02-2010,17-01-2026,High,Account Issue,Closed,139416
4164,995,27-02-2014,,Low,Bug,In Progress,
3899,7669,02-01-2025,,Medium,Bug,Open,
127,5561,01-01-2012,11-07-2014,Low,Account Issue,Closed,22128
470,2890,08-01-2025,,Critical,Bug,In Progress,
2675,4111,09-01-2025,,High,Bug,Open,
4309,7536,24-04-2020,12-01-2024,Critical,Bug,Closed,32592
9981,5525,05-01-2008,22-07-2024,Critical,Account Issue,Closed,145032
8767,1732,23-05-2017,05-09-2025,High,Question,Closed,72648
2251,4063,13-05-2010,13-03-2022,High,Account Issue,Closed,103728
6837,8274,01-07-2024,,Critical,Account Issue,Open,
1388,319,07-08-2006,,Low,Question,Open,
56,7395,29-03-2009,,Medium,Bug,In Progress,
9717,218,23-09-2008,25-11-2010,Critical,Question,Closed,19032
9905,2666,25-12-2019,,Low,Bug,Open,
375,4546,30-06-2014,,High,Feature Request,In Progress,
8782,3144,17-11-2022,,High,Feature Request,In Progress,
3659,9504,27-05-2010,21-09-2016,Low,Feature Request,Resolved,55416
9543,7890,16-07-2024,,Medium,Bug,In Progress,
5412,8276,23-08-2014,16-04-2019,Medium,Feature Request,Resolved,40728
7714,4778,09-01-2009,,Critical,Feature Request,In Progress,
1050,1953,13-10-2010,13-11-2022,Low,Bug,Resolved,105936
6996,7066,18-06-2021,22-10-2024,Medium,Account Issue,Closed,29328
2388,1570,20-08-2014,16-05-2018,Medium,Question,Closed,32760
4623,5095,25-11-2022,10-01-2026,Medium,Account Issue,Closed,27408
8434,6277,16-09-2020,12-11-2024,Medium,Feature Request,Closed,36432
2530,2732,25-01-2008,,Medium,Feature Request,Open,
538,4819,12-12-2006,,Medium,Feature Request,In Progress,
6062,1183,25-01-2010,,Low,Question,In Progress,
6747,1488,06-12-2015,,Low,Account Issue,Open,
8552,5581,22-02-2017,17-08-2018,Low,Question,Closed,12984
683,4647,20-09-2012,12-08-2022,Critical,Feature Request,Resolved,86712
8309,1706,20-04-2023,02-09-2023,High,Account Issue,Resolved,3240
6020,7035,23-03-2013,,Critical,Feature Request,In Progress,
9538,6806,10-10-2020,06-02-2024,Low,Question,Closed,29136
153,9693,24-11-2022,04-08-2023,Medium,Account Issue,Resolved,6072
492,9678,31-01-2014,16-03-2019,Critical,Feature Request,Resolved,44880
2874,5688,04-09-2008,,High,Account Issue,In Progress,
7327,1709,14-03-2019,,Critical,Bug,In Progress,
4955,3786,17-11-2008,,Medium,Account Issue,In Progress,
6607,4159,10-01-2023,,Medium,Account Issue,In Progress,
6173,8305,03-09-2014,22-11-2017,High,Bug,Resolved,28224
4701,7856,25-07-2023,27-01-2025,High,Account Issue,Resolved,13248
6059,8812,31-08-2010,,Medium,Question,In Progress,
723,5754,25-03-2008,12-02-2020,Medium,Feature Request,Resolved,104184
459,2793,29-12-2012,03-12-2022,Low,Bug,Closed,87024
258,2185,24-09-2008,,High,Feature Request,Open,
742,7165,04-09-2007,,Low,Feature Request,In Progress,
8191,6786,03-04-2022,15-04-2025,Medium,Bug,Closed,26592
4590,8987,16-04-2008,29-04-2017,Low,Bug,Resolved,79200
5053,7856,22-12-2025,11-01-2026,Low,Bug,Resolved,480
6198,8268,15-11-2025,15-01-2026,Medium,Question,Resolved,1464
2595,2501,09-07-2014,,High,Bug,Open,
7298,1355,18-06-2014,,High,Account Issue,Open,
4900,456,22-08-2013,,Critical,Question,In Progress,
1884,6584,06-06-2025,24-10-2025,High,Question,Resolved,3360
8151,8444,01-01-2021,,Critical,Feature Request,Open,
6356,2661,20-04-2009,,Critical,Account Issue,Open,
3565,8536,09-02-2009,,Medium,Account Issue,In Progress,
4165,2005,19-12-2011,,Critical,Feature Request,Open,
1424,7798,14-01-2017,23-09-2025,High,Bug,Closed,76176
8368,9364,11-08-2016,10-10-2024,Critical,Feature Request,Closed,71568
7762,2605,28-10-2016,19-03-2019,Medium,Question,Closed,20928
7523,1114,26-10-2018,19-08-2024,Low,Question,Resolved,50976
7931,2396,21-12-2016,12-06-2025,High,Account Issue,Resolved,74280
329,2111,21-02-2013,09-02-2021,Critical,Question,Resolved,69840
1922,6387,17-02-2019,29-01-2023,Medium,Bug,Closed,34608
1248,3973,21-10-2010,,High,Feature Request,Open,
2810,2511,29-10-2024,,Medium,Feature Request,In Progress,
546,7128,25-05-2011,,High,Account Issue,Open,
8179,5573,17-03-2008,,Critical,Feature Request,In Progress,
1782,6839,03-04-2016,21-07-2023,High,Feature Request,Resolved,63960
6945,5962,25-05-2006,19-11-2018,Medium,Account Issue,Resolved,109464
9769,1441,16-09-2009,,Critical,Feature Request,In Progress,
8368,8042,21-06-2014,,Low,Account Issue,Open,
7463,5964,16-07-2023,30-12-2024,Medium,Question,Resolved,12792
2249,9859,15-06-2012,,Medium,Account Issue,Open,
7164,7793,24-12-2008,,Medium,Question,Open,
1072,521,15-09-2006,03-06-2025,High,Feature Request,Closed,164064
9499,42,26-07-2018,,Critical,Feature Request,In Progress,
6965,3258,09-03-2019,06-02-2026,Medium,Account Issue,Closed,60624
2414,7392,09-05-2015,14-03-2022,High,Account Issue,Resolved,60024
8722,3090,05-09-2017,01-03-2021,Critical,Bug,Resolved,30552
39,5928,07-11-2014,,Critical,Feature Request,In Progress,
287,8438,08-01-2008,04-07-2019,Low,Question,Resolved,100680
1752,1782,04-07-2009,,Medium,Bug,In Progress,
9619,6711,21-11-2015,30-04-2021,Critical,Bug,Closed,47688
1440,7362,07-06-2025,19-08-2025,Critical,Bug,Resolved,1752
3616,5965,18-02-2025,,Critical,Feature Request,In Progress,
2800,5198,21-09-2012,,High,Bug,Open,
6173,4146,29-11-2011,,High,Question,In Progress,
6607,6562,28-07-2015,,High,Question,In Progress,
9485,1124,11-06-2009,30-11-2009,Low,Account Issue,Resolved,4128
7038,405,10-11-2006,,Medium,Question,In Progress,
8147,2367,19-04-2020,03-08-2023,Low,Question,Closed,28824
1523,9373,29-04-2020,15-06-2023,Low,Question,Closed,27408
389,7373,22-09-2016,,Medium,Bug,Open,
8650,9540,23-06-2008,,Low,Feature Request,Open,
7211,6574,17-12-2017,11-02-2018,Medium,Question,Closed,1344
6614,5490,12-01-2016,19-11-2016,High,Account Issue,Closed,7488
2116,3681,19-09-2006,,Medium,Feature Request,Open,
1772,9296,14-05-2021,,Low,Question,In Progress,
6780,9258,05-06-2016,21-11-2017,Critical,Question,Closed,12816
7420,3915,17-11-2013,,Medium,Question,In Progress,
1141,1689,09-03-2013,21-02-2014,High,Question,Resolved,8376
8266,9716,01-01-2011,,High,Bug,In Progress,
1364,3882,12-02-2019,,High,Question,In Progress,
4104,5694,19-08-2015,,Medium,Feature Request,Open,
8834,5684,31-12-2018,05-08-2021,High,Feature Request,Closed,22752
8123,4177,19-06-2024,04-01-2025,Critical,Account Issue,Resolved,4776
9541,4916,24-02-2013,05-10-2013,High,Question,Resolved,5352
4898,4906,05-04-2013,,Low,Account Issue,In Progress,
2515,9368,20-01-2007,11-03-2017,Medium,Question,Resolved,88872
9241,1682,13-08-2024,15-07-2025,Critical,Feature Request,Resolved,8064
7897,8289,09-12-2013,21-09-2024,High,Account Issue,Resolved,94536
9268,8379,07-01-2017,,Medium,Account Issue,Open,
5189,7851,17-12-2007,22-12-2008,Critical,Question,Closed,8904
7110,9101,11-11-2008,25-11-2019,Low,Question,Closed,96744
4018,9856,03-06-2020,,High,Feature Request,Open,
7483,6915,20-08-2010,09-10-2014,Medium,Feature Request,Resolved,36264
4098,9999,05-03-2015,,Low,Question,Open,
1647,913,09-10-2023,,High,Account Issue,Open,
6139,5051,11-01-2010,,High,Bug,Open,
7527,8694,16-04-2016,26-02-2020,Critical,Question,Closed,33864
8320,5912,14-07-2025,23-08-2025,Medium,Feature Request,Closed,960
5908,6173,22-05-2013,,Medium,Feature Request,Open,
1696,3133,24-01-2015,01-04-2021,High,Account Issue,Resolved,54216
3664,9657,03-06-2006,,Critical,Account Issue,Open,
5139,3848,28-02-2025,20-10-2025,Critical,Question,Closed,5616
8123,5637,13-12-2020,15-02-2025,High,Question,Closed,36600
1725,831,10-09-2008,,Critical,Bug,In Progress,
8045,5886,23-09-2016,24-11-2022,Critical,Account Issue,Closed,54072
9321,3796,20-11-2014,,Medium,Feature Request,In Progress,
1118,1419,27-04-2008,,Low,Bug,In Progress,
1615,8412,27-02-2023,07-04-2023,Low,Bug,Closed,936
8542,592,05-03-2010,15-11-2021,High,Feature Request,Closed,102552
3826,3146,19-03-2006,20-11-2025,Medium,Feature Request,Resolved,172464
1716,9495,26-01-2019,17-09-2024,Critical,Feature Request,Closed,49464
2255,9680,03-07-2025,,High,Bug,Open,
7866,31,17-04-2021,21-06-2023,Critical,Feature Request,Closed,19080
6871,721,17-05-2013,05-12-2013,High,Question,Closed,4848
8558,2119,11-08-2018,16-10-2020,Medium,Bug,Closed,19128
6366,1676,16-09-2009,04-06-2024,Critical,Account Issue,Closed,129000
7652,2082,07-07-2008,18-05-2013,Medium,Bug,Closed,42624
3505,43,19-04-2019,20-12-2021,Low,Feature Request,Resolved,23424
9646,1149,16-07-2013,,Medium,Question,In Progress,
4047,3741,01-01-2018,15-03-2022,Medium,Question,Closed,36816
5112,3198,30-12-2008,25-01-2025,Critical,Question,Closed,140880
7918,8055,25-09-2007,,Medium,Feature Request,Open,
9407,2019,04-11-2025,15-11-2025,Medium,Account Issue,Resolved,264
5369,5613,02-10-2022,14-07-2024,Medium,Feature Request,Closed,15624
4949,2902,08-08-2013,11-09-2021,Critical,Feature Request,Closed,70944
9902,4312,20-02-2023,18-10-2023,Critical,Question,Closed,5760
1211,6882,11-10-2010,06-12-2013,Critical,Question,Closed,27648
5028,894,20-10-2017,,Critical,Bug,In Progress,
4004,9941,02-02-2016,,Low,Account Issue,In Progress,
5370,3761,27-07-2017,,Low,Feature Request,Open,
1031,5991,17-02-2024,08-03-2024,Medium,Feature Request,Resolved,480
6832,4943,06-03-2010,,Low,Account Issue,Open,
9252,3255,14-11-2020,,Low,Feature Request,Open,
6568,2969,12-01-2007,,High,Account Issue,Open,
6626,4772,26-12-2025,,Critical,Question,In Progress,
9692,9777,22-02-2024,,Medium,Question,In Progress,
8192,828,22-01-2008,,Critical,Account Issue,Open,
7898,3150,12-09-2010,,High,Feature Request,Open,
9102,8262,04-05-2019,,Critical,Bug,In Progress,
5989,2718,08-12-2014,08-09-2018,Low,Feature Request,Resolved,32880
7084,8870,27-07-2025,01-01-2026,Medium,Feature Request,Resolved,3792
6278,4323,25-12-2021,28-03-2022,High,Feature Request,Closed,2232
8957,5397,27-07-2015,16-11-2022,High,Feature Request,Resolved,64056
6595,521,29-12-2015,11-07-2023,Critical,Bug,Closed,66024
2384,9447,26-06-2008,,Medium,Account Issue,Open,
1245,3699,31-05-2014,30-07-2025,Low,Account Issue,Resolved,97872
9516,6645,28-03-2024,18-01-2025,Critical,Account Issue,Resolved,7104
4910,8392,17-09-2008,,Critical,Account Issue,Open,
2912,5528,17-05-2009,08-04-2022,Medium,Bug,Resolved,113016
9476,2583,03-07-2023,25-09-2023,Critical,Feature Request,Closed,2016
878,7080,27-04-2021,28-12-2023,Critical,Bug,Closed,23400
6872,8898,26-02-2021,08-11-2024,Medium,Bug,Closed,32424
6458,8620,24-11-2017,18-11-2024,Medium,Question,Closed,61224
9140,3981,01-02-2026,02-02-2026,Medium,Question,Closed,24
285,7081,18-10-2011,30-05-2022,High,Feature Request,Closed,93048
4398,6799,29-10-2007,04-11-2023,Low,Feature Request,Closed,140400
911,734,17-03-2014,10-04-2015,High,Bug,Closed,9336
6528,4965,26-04-2019,18-01-2024,Low,Question,Resolved,41472
1784,2633,17-11-2019,,High,Feature Request,Open,
3630,5218,17-04-2013,04-06-2013,Medium,Account Issue,Resolved,1152
8576,684,22-05-2020,,High,Feature Request,In Progress,
334,6540,27-07-2015,,Low,Account Issue,In Progress,
6797,4059,02-04-2018,23-08-2021,High,Bug,Resolved,29736
4621,3251,16-08-2006,26-09-2011,Medium,Bug,Closed,44808
1355,3407,24-08-2006,22-08-2017,Low,Feature Request,Closed,96384
5165,1308,16-09-2010,,Low,Question,In Progress,
9808,2497,01-06-2017,12-12-2017,Critical,Account Issue,Resolved,4656
788,3015,18-10-2009,,Critical,Bug,Open,
9297,7181,01-01-2007,29-09-2011,High,Question,Resolved,41568
2500,2131,07-03-2025,,High,Bug,In Progress,
4611,1059,14-12-2022,,High,Question,Open,
3556,4747,12-09-2024,08-04-2025,Low,Feature Request,Closed,4992
2263,5034,21-11-2015,,Low,Bug,In Progress,
9603,2537,11-09-2024,21-02-2025,Critical,Bug,Closed,3912
4476,792,18-01-2015,,Medium,Feature Request,In Progress,
4997,4975,28-10-2014,,High,Bug,Open,
8768,7515,16-07-2014,,High,Bug,In Progress,
5788,9304,29-05-2008,04-11-2011,Medium,Feature Request,Resolved,30096
4636,3500,26-11-2008,21-12-2023,Medium,Question,Closed,132072
8448,6469,12-01-2020,09-12-2025,Low,Question,Resolved,51792
1063,4477,29-06-2007,09-11-2016,High,Question,Closed,82104
1809,2860,15-04-2018,,Critical,Bug,Open,
8974,7323,25-02-2013,15-03-2018,Critical,Bug,Closed,44256
6875,6138,13-10-2013,,Low,Feature Request,In Progress,
3555,945,01-07-2009,,Critical,Bug,In Progress,
4123,9146,24-05-2019,,Low,Bug,Open,
9696,2188,10-03-2012,,Medium,Question,Open,
6604,1327,16-10-2010,18-08-2025,Low,Bug,Closed,130080
9311,3853,02-02-2022,07-07-2023,Medium,Feature Request,Closed,12480
8455,2417,17-04-2025,,Critical,Feature Request,Open,
5939,1404,24-10-2007,22-09-2020,Critical,Account Issue,Closed,113208
8167,7378,04-01-2016,,Low,Bug,Open,
4072,5664,31-12-2007,18-12-2017,Low,Account Issue,Closed,87360
5827,3135,02-04-2011,27-09-2017,Critical,Feature Request,Resolved,56880
4373,119,29-06-2012,,High,Account Issue,In Progress,
7834,3498,25-05-2013,,Critical,Account Issue,In Progress,
1532,6070,25-08-2014,,Critical,Feature Request,Open,
206,9037,31-03-2015,,High,Question,In Progress,
5776,1639,26-09-2019,,Low,Feature Request,Open,
6115,2725,28-12-2008,,Low,Question,In Progress,
4125,1602,27-06-2013,,Medium,Account Issue,Open,
9447,2444,09-03-2016,,Medium,Bug,Open,
4227,8788,15-05-2025,,Medium,Account Issue,Open,
6066,4208,30-06-2025,05-09-2025,Medium,Account Issue,Closed,1608
4080,654,19-08-2007,,Medium,Question,Open,
8856,1667,30-03-2018,12-07-2023,Critical,Question,Closed,46320
8998,1103,28-06-2006,03-12-2021,High,Question,Closed,135288
7730,2125,22-10-2022,,Low,Account Issue,Open,
3311,1402,27-05-2018,,Critical,Question,Open,
6394,9515,06-03-2012,,Low,Feature Request,Open,
7757,8021,22-08-2022,23-04-2023,Low,Bug,Closed,5856
7543,9540,16-05-2009,,High,Feature Request,Open,
5973,9529,22-06-2019,,High,Bug,In Progress,
245,2190,06-08-2022,,High,Feature Request,Open,
7307,1818,12-06-2006,04-02-2019,High,Account Issue,Closed,110880
8591,7618,01-01-2025,10-09-2025,High,Feature Request,Closed,6048
2607,6760,10-07-2012,,Low,Bug,Open,
1722,592,21-11-2008,,High,Account Issue,In Progress,
1961,7379,08-09-2020,,Critical,Feature Request,In Progress,
8266,5221,24-11-2013,14-02-2019,Low,Feature Request,Resolved,45792
4788,6546,24-03-2010,,Low,Account Issue,Open,
9037,1109,21-11-2014,,Critical,Account Issue,In Progress,
8074,967,13-03-2025,,Low,Question,In Progress,
1322,7376,25-08-2019,09-07-2022,High,Feature Request,Closed,25176
4531,428,28-07-2010,,Low,Feature Request,In Progress,
6498,6274,20-09-2007,,Medium,Feature Request,In Progress,
2696,602,23-05-2008,,Low,Bug,In Progress,
2843,4832,31-07-2012,,Critical,Account Issue,In Progress,
862,5729,08-01-2009,07-05-2009,High,Bug,Closed,2856
9793,209,24-02-2024,20-03-2024,High,Question,Resolved,600
5251,8343,03-07-2013,,Low,Feature Request,Open,
8790,5470,22-09-2006,,Medium,Account Issue,In Progress,
4808,1164,13-04-2018,,Critical,Feature Request,Open,
3358,7697,05-07-2012,22-01-2026,Medium,Account Issue,Closed,118776
242,8762,24-08-2015,,Low,Account Issue,Open,
3374,8788,26-08-2015,,Critical,Question,In Progress,
5912,2536,26-03-2013,,Medium,Account Issue,Open,
2684,6561,01-03-2016,02-07-2017,High,Question,Resolved,11712
5842,4426,13-06-2011,05-02-2014,High,Feature Request,Closed,23232
7886,5514,04-05-2018,09-03-2021,Medium,Bug,Resolved,24960
8111,3056,14-09-2018,13-12-2018,Medium,Account Issue,Resolved,2160
4904,9002,09-06-2023,18-11-2025,Critical,Feature Request,Resolved,21432
1728,3657,22-08-2025,25-08-2025,Low,Account Issue,Closed,72
5873,3225,25-01-2017,,Medium,Bug,In Progress,
128,6190,18-05-2017,09-05-2022,High,Bug,Resolved,43608
1305,7176,22-12-2015,,Medium,Account Issue,In Progress,
4408,4169,27-11-2009,27-04-2012,High,Account Issue,Resolved,21168
5357,3007,16-02-2024,,Critical,Question,In Progress,
6783,232,12-07-2011,,Medium,Account Issue,Open,
4275,9295,14-07-2020,,Medium,Bug,Open,
9749,411,31-01-2009,05-02-2017,Critical,Feature Request,Closed,70248
798,1294,16-08-2011,30-06-2014,Medium,Question,Resolved,25176
4445,1337,19-07-2017,,Low,Feature Request,In Progress,
880,929,04-02-2007,,Medium,Feature Request,Open,
9549,2852,23-08-2015,,Medium,Question,Open,
9315,6624,12-05-2011,,High,Question,In Progress,
4433,3215,13-08-2023,02-05-2025,Low,Bug,Closed,15072
1143,8282,12-06-2007,31-05-2017,Low,Question,Closed,87384
7204,4926,27-09-2019,15-09-2022,High,Feature Request,Resolved,26016
4855,8647,06-10-2018,,High,Question,Open,
2639,2316,17-08-2009,,Medium,Account Issue,In Progress,
5135,298,23-12-2018,29-02-2024,Medium,Account Issue,Closed,45456
8210,9776,12-01-2017,,Medium,Question,Open,
8783,1602,03-02-2007,09-12-2007,Medium,Account Issue,Closed,7416
8009,7129,23-09-2022,16-05-2024,Medium,Feature Request,Resolved,14424
9326,1989,27-07-2024,22-07-2025,Low,Feature Request,Closed,8640
2284,954,11-07-2013,,Low,Question,In Progress,
968,1924,13-08-2021,05-06-2025,Critical,Question,Resolved,33408
8722,8327,26-05-2021,,Low,Feature Request,Open,
6326,8046,13-07-2016,21-11-2018,High,Bug,Closed,20664
3305,4795,31-03-2007,,Medium,Bug,In Progress,
9687,283,09-10-2014,25-03-2018,Low,Bug,Resolved,30312
3169,4420,02-11-2022,25-12-2023,Low,Feature Request,Resolved,10032
2880,8371,28-01-2013,28-12-2015,Critical,Account Issue,Closed,25536
2794,1160,03-12-2009,10-03-2016,High,Bug,Resolved,54936
7710,4447,26-04-2015,01-06-2019,High,Question,Closed,35928
5984,1169,02-05-2024,,Medium,Question,In Progress,
9917,5231,13-04-2022,,High,Bug,Open,
413,3428,18-10-2019,,Low,Account Issue,Open,
3189,3533,18-09-2014,01-09-2018,Critical,Feature Request,Resolved,34656
8716,3638,13-03-2018,16-12-2022,Medium,Bug,Closed,41736
9703,9613,25-01-2018,31-01-2024,Critical,Bug,Closed,52728
4728,5471,25-04-2011,03-10-2016,High,Account Issue,Resolved,47712
7277,6978,28-02-2009,,Medium,Account Issue,Open,
8766,3290,13-01-2018,15-04-2020,Low,Account Issue,Resolved,19752
9741,8696,10-05-2015,26-09-2025,Low,Account Issue,Closed,91008
6951,424,07-09-2011,,Medium,Question,Open,
1262,8591,28-08-2015,,High,Account Issue,Open,
9816,2867,15-12-2017,,Medium,Question,In Progress,
7564,5692,12-01-2019,16-04-2021,Medium,Bug,Closed,19800
137,1197,09-07-2018,02-11-2022,High,Account Issue,Resolved,37848
6188,8059,25-12-2016,13-12-2018,Critical,Account Issue,Resolved,17232
6691,1040,19-02-2013,,Critical,Feature Request,In Progress,
6069,7140,02-10-2007,27-03-2011,Critical,Bug,Closed,30528
4066,7014,14-09-2024,01-04-2025,High,Account Issue,Resolved,4776
3209,7314,12-07-2022,,High,Account Issue,In Progress,
1251,1758,07-03-2025,,Low,Question,In Progress,
4900,8340,15-05-2022,23-12-2022,High,Bug,Resolved,5328
7394,2322,07-04-2017,,Critical,Account Issue,In Progress,
7786,2807,30-04-2014,,Medium,Feature Request,In Progress,
5017,662,26-10-2019,,Low,Question,In Progress,
8892,8381,05-10-2017,,High,Bug,Open,
5657,7916,24-02-2016,20-06-2016,Low,Account Issue,Resolved,2808
2886,3157,26-09-2019,14-07-2025,Medium,Account Issue,Resolved,50832
3876,7423,29-02-2008,,Low,Account Issue,In Progress,
7310,6444,27-01-2010,22-01-2025,Critical,Feature Request,Resolved,131376
2458,2861,13-09-2010,01-12-2011,Critical,Account Issue,Resolved,10656
4318,5077,23-05-2007,,Low,Question,In Progress,
8852,707,28-03-2023,03-06-2023,High,Question,Resolved,1608
1910,5815,02-05-2007,08-04-2011,Critical,Bug,Closed,34488
9093,9028,26-01-2008,14-06-2021,Low,Account Issue,Closed,117312
3208,9636,27-05-2009,20-05-2020,High,Account Issue,Closed,96264
8772,485,26-06-2018,,Critical,Account Issue,In Progress,
9859,8633,09-11-2025,,Low,Account Issue,In Progress,
